,year,dma_desc,store address,city,state,zip,simulated_sales,#_of_workers_over_16,median_age,median_earnings,occupation_MBSA,occupation_Ser,occupation_sales_and_office,occupation_NrCM,occupation_PTMm,class_private_wage_and_salary,class_government_workers,class_self_employed,class_unpaid_family_workers,mean_travel_time_to_work,owner_occupied_houseing_units(percent),no_vehicle(percent),public_transportation,occupied_housing_units,housing_built_2014+,num_of_establishments,total population,sex_ratio,more_race_percent,White_race_percent,Black_AfricanAmerican_race_percent,AmericanIndian_Alaska_Native_race_percent,Asian_race_percent,NativeHawaiian_OtherPacificIslander_race_percent,others_race_percent,NotHispanic_Latino_percent
187,2018,Salt Lake City,190 SOUTH 500 WESY,WEST BOUNTIFUL,UT,84010,6908497.43,20999,37.9,35488,46.6,13.3,24.2,7.1,8.7,80.1,13.3,6.3,0.3,,73,1,623,15185,1,9,46327,99,2.2,93.8,0.4,0.5,1.4,0.1,1.6,92.6
188,2018,Oklahoma City,621 SW 19TH STREET,MOORE,OK,73160,10142603.44,31924,37.7,36264,36.9,14.7,24,10.6,13.1,76.5,19.8,3.4,0.3,,66.5,0.9,7,22705,5.8,14,59401,94.8,9,78.7,5.1,3.6,2.1,0,1.5,89.4
189,2018,Minneapolis-St. Paul,4405 NE PHEASANT RIDGE DRIVE,BLAINE,MN,55449,9669183.898,14932,42.6,59384,50.6,11.5,21,4.2,12.6,83.5,12.8,3.6,0.1,,91.8,0.9,508,9979,7.3,,27946,98,2.6,83.3,3.6,0.6,8.5,0,1.4,94.3
190,2018,Dallas-Ft. Worth,2704 East Central Expressway,PLANO,TX,75074,13495583.76,27727,39.9,34169,38.4,22.4,20.7,10.9,7.5,85.7,8.1,6,0.2,26.9,58.4,1.1,500,17124,6.2,9,51147,101,3.5,69,11.4,0.6,11.5,0.1,3.8,61.9
191,2018,Cedar Rapids-Waterloo-Iowa City & D,2060 CROSSROADS BLVD #2001,WATERLOO,IA,50702,4741364.261,9992,40.5,32460,28.6,16.3,20.5,8.4,26.2,84.4,10.3,5.3,0,16.4,70.2,2.6,36,8388,1.3,10,19300,98.1,2.9,83.6,8.9,0.4,2.6,0,1.7,93.6
192,2018,Lafayette LA,4230 AMBASSADOR CAFFERY PKWY,LAFAYETTE,LA,70508,10295759.62,20661,41.2,45749,45.4,13.7,22.9,7.7,10.2,81,9.4,9.4,0.2,,67.9,2.3,20,16357,4.1,9,40495,93.8,1.6,84.6,11,0.2,2,0,0.5,94.8
193,2018,Salt Lake City,203 West 9000 South,Sandy,UT,84070,13602950.57,14518,37.1,38659,39.8,16.7,25.3,6.4,11.8,84.1,11.7,4,0.1,20.4,64.8,2,544,9965,6,15,28362,92.4,1.4,88.7,0.6,0.6,3,1.7,4,85.1
194,2018,Norfolk-Portsmouth-Newport News,1072 W Mercury Blvd,Hampton,VA,23666,8899840.282,26383,38.4,35464,36.1,17.9,19.5,9,15.1,68.5,28.7,2.7,0.2,,51.5,4.8,437,21788,0.4,14,51930,89.4,2.9,35.4,54.3,0.3,4.2,0.1,2.8,93
195,2018,Wichita Falls & Lawton,3111 Midwestern Pkwy #200,Wichita Falls,TX,76308,4462264.598,9846,39.3,30116,39.9,16.5,24.3,7.6,11.4,75.1,17.5,7.1,0.3,13.7,59.4,2.3,47,8048,0.5,19,19092,80.7,2.5,82.5,8.6,0.7,3.7,0.1,1.9,88.2
196,2018,Rapid City,2200 N Maple Ave.,Rapid City,SD,57701,4745233.325,22163,39.8,28940,28.5,22.9,24.7,10.9,12.4,81.5,13.8,4.6,0.2,15.3,62.5,2.6,255,18364,1.9,25,45670,102.8,6.5,74.1,1.6,15.3,1.7,0,0.8,94.2
197,2018,Odessa-Midland,4101 E 42ND STREET,ODESSA,TX,79762,12029578.69,22187,38.7,40116,27.8,16.6,27.1,12.6,15.9,81.5,12.8,5.7,0,,59.1,1.8,119,15683,1.2,11,43881,101.6,4.8,82.8,5.5,0.5,1,0,5.4,54
198,2018,Milwaukee,4601 S 27th Street,Greenfield,WI,53221,7063444.44,18408,40,33650,27.9,20.4,23,8.4,20.3,84.1,12.1,3.7,0,,61.4,2.7,615,15839,0.1,4,40209,94.9,4.7,77.1,5.8,0.6,6.9,0,4.8,78.8
199,2018,San Antonio,8421 US Highway 281,SAN ANTONIO,TX,78216,11326052.02,22444,37.2,31047,36.5,21.5,26.6,7.9,7.4,82.9,10.1,6.5,0.6,22.4,36.6,7.5,1225,17177,0.9,31,41765,97.5,3.3,82,6.3,0.8,2.6,0,4.9,42.5
200,2018,Mobile-Pensacola (Ft. Walton Beach),312 SCHILLINGER ROAD,MOBILE,AL,36608,7444256.141,16169,38.2,35201,40.7,17.3,23.8,7.5,10.6,81.2,13.6,5,0.2,23.3,56.1,1.3,72,14876,0.6,22,35591,87,1.4,65.1,30.3,0.1,2.1,0,1,95.6
201,2018,New Orleans,150 North Shore Blvd,SLIDELL,LA,70460,5630851.973,9703,43.6,31588,31.6,17.2,26.4,14.7,9.6,79.5,13.8,6.7,0,,79.5,3.2,44,8011,0.5,8,23465,93.2,4,65.5,27.5,0.3,0.3,0,2.3,91
202,2018,Dallas-Ft. Worth,13307 MIDWAY ROAD,FARMERS BRANCH,TX,75244,11843503.23,8247,39.5,54971,59.9,9.9,22.6,4,3.6,85.3,7.3,7.2,0.2,,46.5,1.7,66,6115,0.8,25,13701,88.7,8.9,69.5,8,0.2,8.2,0,5.3,80.9
203,2018,Harrisburg-Lancaster-Lebanon-York,1800 LOUCKS ROAD STE 900,YORK,PA,17408,9353649.427,12052,44.4,41073,37,16.9,21.3,9.3,15.5,85.3,10.3,4.4,0.1,27.4,81.2,1.9,73,9404,0.1,5,23512,95.9,1.7,91.6,4.5,0.3,1.5,0,0.5,95.6
204,2018,Washington DC,2851 DALE BLVD,DALE CITY,VA,22193,6978318.172,41791,42,43764,36.8,19.6,21.1,11.4,10.5,71.3,24.2,4.4,0.1,40.2,80.6,1.3,2173,23469,1.7,5,82573,102.5,6,47.9,24.7,0.4,8.9,0.5,11.6,69.8
205,2018,Tulsa,11015 E 51st St S.,Tulsa,OK,74146,15544408.09,7134,35,25163,14.9,24.9,22.5,18.5,19.2,91.4,4.6,3.6,0.3,20.2,37.3,2.8,59,5586,0.4,11,16130,97.5,5.9,58.8,11.6,3.8,3.8,0.4,15.6,51.2
206,2018,Detroit,2101 South Telegraph Road,Bloomfield Hills,MI,48302,9169581.931,7359,49.3,74375,65.6,9,19.4,2.8,3.2,85.1,7.3,7.3,0.4,,88.2,1.1,26,6364,0.6,10,16019,102.3,2.3,78.5,7.5,0.3,10.1,0,1.3,96.4
207,2018,St. Louis,13901 Manchester Road,Ballwin,MO,63011,8716466.506,18854,45.7,52783,54.5,11.4,25.6,3.6,5,88.7,6.6,4.7,0,,85.7,0.5,46,14504,1.1,22,38436,90.1,2,89.9,2.1,0,5.6,0,0.3,96.4
208,2018,"Columbus,GA",3131 MANCHESTER EXPRESSWAY,COLUMBUS,GA,31909,6092596.325,18513,38.7,39928,42.8,14.4,23.1,5.7,9.6,71.3,25.2,3.5,0,,51.7,2,32,15092,0.8,15,39309,99.4,7.2,64,21.3,0.2,4,0,3.3,90.1
209,2018,ALBANY,161 WASHINGTON AVE,ALBANY,NY,12205,9493778.275,14188,40.8,41728,42,18.7,25.2,6.7,7.4,69.8,26.2,4,0,20.5,71.5,3,472,11149,0.8,21,27212,96.2,2.8,83.3,5,0.2,8.1,0,0.6,97.2
210,2018,SYRACUSE,9090 DESTINY USA DRIVE,SYRACUSE,NY,13204,6983818.344,7753,35.5,32006,34,23.3,22.9,7.6,12.1,80,15.5,4.4,0.1,,33,15.9,801,7897,1,11,18728,95.6,4.7,60.2,29.2,1.1,1.5,0,3.2,83.1
211,2018,Birmingham (Anniston & Tuscaloosa),5036 PINNACLE SQUARE,TRUSSVILLE,AL,35235,7265699.021,10160,44.2,33737,30.3,13.2,30.7,8.1,17.7,86.1,11.4,2.5,0,,71.5,0.5,12,8191,0.2,9,20926,85,1.6,39.6,55.2,0.6,0.6,0.1,2.2,93.5
212,2018,Montgomery,1500 EASTDALE MALL,MONTGOMERY,AL,36117,5232813.235,26661,39.6,39048,42.6,15.5,22.9,4.8,13.2,73.5,22.5,3.9,0.1,20.7,59.2,1.2,52,22287,1.6,28,53841,89.3,2.7,41.9,48.8,0.2,5.9,0,0.5,97.6
213,2018,Providence-Warwick-Pawtucket,25 PACE BLVD,WARWICK,RI,2886,1290297.773,14378,44.2,44463,43,15,23.2,9.2,9.6,82.7,12.6,4.6,0.1,23.7,73.6,1.5,167,12552,0.3,16,29007,85.8,1.9,91.8,1.3,0.3,3.4,0,1.3,93.2
214,2018,Saginaw Bay City-Midland,5417 Bay Road,SAGINAW,MI,48604,7093741.651,5774,30.9,19398,26,24.9,28.2,8,12.9,85.9,10,4,0.1,16.6,69.3,1.2,21,4107,0.1,8,12435,78,2.5,82.4,11.8,0.3,2,0,1,90.1
215,2018,Nashville,2780 WILMA RUDOLPH BLVD,CLARKSVILLE,TN,37040,7954755.653,22687,35.5,32450,28.3,16.1,21.2,9.8,18.2,68.7,27.1,4.2,0,25.4,59.3,1.9,278,17844,4.2,18,50953,98.6,4.4,67.9,23,0.3,1.9,0.9,1.5,89.1
216,2018,Houston,20780 Gulf Freeway,Webster,TX,77598,18329302.94,14840,34.4,32927,31.6,25.5,19.2,9.4,14.2,87.1,9.1,3.8,0,,19.7,2.3,25,11012,0.9,21,26473,104.3,5.3,67.9,16,0.3,7.9,0,2.6,64.5
217,2018,Louisville,1811 NORTH DIXIE AVE,ELIZABETHTOWN,KY,42701,6421961.592,24246,42.3,37235,34.2,17,22.4,7.8,17.4,75.1,20.9,4,0,21,67.1,2.2,78,20301,1.5,15,50987,93.3,4,83.4,8.3,0.3,2.4,0.2,1.3,95.7
218,2018,Washington DC,13910 METROTECH DRIVE,CHANTILLY,VA,20151,9699036.077,12214,44.7,51028,49.7,17.2,19.7,7.1,6,80,15.9,4,0.1,31.4,78.7,1.6,746,6839,0,15,23053,95.5,3,53.2,7.8,0.2,31.9,0,3.8,77.9
219,2018,Chicago,101 W LINCOLN HWY,MERRILLVILLE,IN,46410,7658511.538,18307,41.2,36574,30.3,17,22.7,8.7,21.2,85.7,11.3,3,0,27.7,71.7,3.1,436,15424,1.1,22,38047,86.5,5.9,40.1,45.8,0.3,1.2,0,6.8,86.2
220,2018,Providence-Warwick-Pawtucket,1110 FALL RIVER AVENUE,SEEKONK,MA,2771,10533903.39,8020,46.1,52275,43.6,13.2,23.6,9.3,10.3,78.7,15.4,5.7,0.2,,89.2,1,209,6004,2.7,11,15210,89.2,1.4,96.7,0.4,0,1,0.4,0.2,98.5
221,2018,Rochester,1100 JEFFERSON ROAD,ROCHESTER,NY,14623,10015981.36,12107,32.2,27025,39.1,20.7,26.4,5.3,8.4,87.4,9,3.7,0,,54.7,6.1,715,8533,1.1,23,25917,104.5,2.4,70.4,11.8,0.6,13.3,0,1.5,95.3
222,2018,Las Vegas,10405 S EASTERN AVE,HENDERSON,NV,89052,11691818.11,23432,44.1,50388,42,19.3,26.9,3.4,8.4,80.7,11.9,7.1,0.2,22.6,61.5,1.9,290,21558,2.5,11,54586,94.6,4.6,74,5,0.3,13.3,0.2,2.6,88.3
223,2018,Philadelphia,989 CHURCH ROAD,CHERRY HILL,NJ,8002,12708211.36,11653,42.7,45494,43.3,18.2,22.9,5.4,10,81.8,13.6,4.6,0,24.7,71.4,1.4,619,8517,1,23,22651,89.4,3.7,71,6.9,0.3,14.3,0,3.8,91.3
224,2018,Shreveport,1376 East 70th Street,SHREVEPORT,LA,71105,8305328.045,11371,38.5,40282,46.7,15.2,20.9,8,7.7,76.8,16.6,6.6,0,18.2,52.8,1.9,54,9790,1.1,15,21353,92.7,3.2,78.2,14.1,0.5,3.2,0,0.8,96.3
225,2018,Detroit,32123 GRATIOT AVE,ROSEVILLE,MI,48066,9695970.043,22013,40.6,31363,21.2,23.1,23.2,8.6,23.7,87.9,9.2,2.8,0.1,25.6,65.8,3.5,477,19956,0,6,47710,93,2.8,75.2,18.9,0.7,1.4,0,1,97.5
226,2018,Detroit,200 WEST 14 MILE ROAD,TROY,MI,48083,10635234.67,10932,41.7,49798,54.8,14.2,16.5,5.3,9.1,87.8,7.8,4.3,0.1,,66.8,2.4,79,9224,0.9,11,22981,101.2,2.7,68.2,5.7,0.1,22.6,0.2,0.5,97.2
227,2018,St. Louis,11968 Paul Mayer Ave,Bridgeton,MO,63044,10259.3088,4811,43,36571,38.5,19.2,23.1,6.5,12.8,86.8,8.4,4.4,0.4,,68.9,1.5,134,3987,0.3,5,10536,86.3,2.3,73.4,20.6,0.1,2.2,0,1.4,91.4
228,2018,Pittsburgh,120 MALL PLAZA BLVD,MONROEVILLE,PA,15146,9000231.005,14288,43.8,40590,47.2,15.1,23.3,6.2,8.3,86.5,9.5,3.8,0.1,,74.9,2.7,798,12495,0,17,27879,88.4,4.1,76.2,12.9,0.1,6.3,0,0.4,97.6
229,2018,Washington DC,3655 PLANK RD,FREDERICKSBURG,VA,22407,7806650.558,28628,42.8,42285,39.1,18.8,21.9,8.3,11.6,73.5,23,3.4,0.1,36.8,77.7,1.3,769,19616,2.9,20,58526,95.4,3.8,69.4,17.7,0.4,3.5,0,5.2,89.1
230,2018,Columbus,1160 Gemini Place,COLUMBUS,OH,43240,11411424,2588,36.1,48984,54.4,12,22.7,2.4,8.5,84.3,7.8,7.5,0.3,,31.5,1.4,23,1982,17.3,24,4295,96.4,3.2,63.9,7.4,0.8,24.7,0,0,95.1
231,2018,Houston,19420 1-10 HWY,houston,TX,77084,22003249.39,53537,40,37458,36.4,16,23.5,9.6,14.4,83.1,9.1,7.5,0.2,,64.7,2.1,848,34864,2.7,12,107700,97.7,3.4,54.6,15.7,0.5,10.3,0,15.5,54.6
232,2018,Houston,4833 Waterview Meadow Drive,RICHMOND,TX,77406,10192838.89,22716,42.6,60825,60.7,7,20.5,5.8,5.9,82.3,11.9,5.4,0.4,,89.5,1,178,15096,15.2,6,46841,108,2.3,74.9,10.3,0.2,9,0,3.3,77
233,2018,FAYETTEVILLE,3551 S 27th Street,ROGERS,AR,72758,12660419.7,20901,39.4,36836,38.1,14.2,25.1,7.8,14.8,88.1,6.4,5.5,0,17.3,65.2,1,0,14717,4.4,15,40770,95.4,2.9,89.4,1.6,0.8,2.6,0.5,2.2,72
234,2018,Detroit,10800 Assembly Park Drive,WIXOM,MI,48393,13622879.36,9484,40.7,37197,38.9,20,22.1,7,12,89.8,6.4,3.8,0,26.5,63.1,3.4,0,7174,0.4,,16760,93,2.1,74.7,15.3,0.3,6.8,0,0.9,96.1
235,2018,Phoenix (Prescott),1891 Williams Field Road,GILBERT,AZ,85295,13534494,22974,39,49015,50.8,13.6,25.1,5.1,5.3,82.6,11.3,6,0.1,27.7,65.4,2,142,14095,6.4,8,45763,95.5,5,80.6,4.5,1.4,5.7,0.3,2.3,83.6
236,2018,Houston,3000 Kirby Drive,PEARLAND,TX,77584,10572650.11,45557,40,60560,57.9,10.7,15.9,5.7,9.8,79.5,16.6,3.7,0.1,,77.6,0.7,63,29612,6,8,87986,96.2,3.1,53.6,22.5,0.3,17.4,0,3,80.2
237,2018,Dallas-Ft. Worth,5540 STATE HIGHWAY 121,PLANO,TX,75024,9464761.757,24043,41.9,66347,65.6,6.8,21.2,2.6,3.7,89.1,6.1,4.5,0.3,26.2,47.9,2.2,228,17726,2.3,12,42876,97.8,3.2,52.1,6.8,0.5,35.9,0.2,1.3,93.4
238,2018,Greenville-Spartanburg-Asheville-An,35 Park Woodruff Rd,Greenville,SC,29607,11769381.94,21559,38.3,38914,45.8,16.3,21.4,4.4,12,87.6,9.1,3.3,0,20,49.8,2,182,17243,5.7,52,40940,86.9,1.8,64,28.1,0.1,4.9,0.1,1,94.7
239,2018,New York,77 WILLOWBROOK BLVD,WAYNE,NJ,7470,7340683.867,26077,46.3,61953,51.5,12.1,24.6,4.9,6.9,81.5,12.9,5.4,0.2,30.2,83.5,1.2,1694,18129,0.2,14,54190,91.1,1.6,86.4,1.9,0,8.9,0,1.2,87.6
240,2018,DAYTON,4480 Indian Ripple Road,Dayton,OH,45440,9309956.875,10382,43.2,45510,51.3,13.8,21.1,4.2,8.9,78.3,18.6,2.6,0.5,19.9,70.6,2.9,73,8993,0,4,20633,96.3,2.3,89.6,3.9,0.1,3.8,0,0.3,98.7
241,2018,Providence-New Bedford,650 BALD HILL ROAD,WARWICK,RI,2886,7468780.608,14378,44.2,44463,43,15,23.2,9.2,9.6,82.7,12.6,4.6,0.1,23.7,73.6,1.5,167,12552,0.3,16,29007,85.8,1.9,91.8,1.3,0.3,3.4,0,1.3,93.2
242,2018,UTICA,4645 COMMERCIAL DRIVE,NEW HARTFORD,NY,13413,6158428.085,8012,46.5,42779,48.6,14.6,22.9,6,7.9,71.1,22,6.9,0,,79.8,2.1,1,6552,0.6,10,16382,84.3,1.8,92.3,2.2,0.4,3.2,0.1,0,97.5
243,2018,Harrisburg-Lancaster-Lebanon-York,1890 FRUITVILLE PIKE,LANCASTER,PA,17601,7167525.739,26678,44.3,40442,45.6,13.7,21.9,5.7,13.1,83.4,10.1,6.4,0.2,,74.7,2.4,255,20609,0.9,24,52301,94.6,2.3,85.8,4.5,0.1,5.1,0,2.1,90.9
244,2018,Orlando-Daytona Beach-Melbourne,1002 E HIGHWAY 50,CLERMONT,FL,34711,6565973.688,26394,43.9,36318,41.4,16.9,25.6,8,8.1,81.3,12.4,6.3,0,,76.5,0.6,16,21224,3.8,9,60564,96.1,2.9,81.7,9.3,0.8,3.6,0.1,1.7,81.3
245,2018,Dallas-Ft. Worth,602 US HIGHWAY 287,MANSFIELD,TX,76063,3462513.696,35950,42.9,50145,47.2,12.7,23.8,4.9,11.2,80.1,14.5,5.1,0.2,29.9,78.1,0.7,39,23178,4.5,9,71555,93.6,4.1,69.8,16.8,0.3,4.2,0.1,4.7,81.7
246,2018,Philadelphia,2520 MACARTHUR ROAD,WHITEHALL,PA,18052,7690556.102,14457,41.8,40436,32.7,15.1,22.9,8.1,21.2,88.3,8.5,2.9,0.3,22.8,65.6,1.8,218,11070,0.1,22,27568,91.5,3.4,79,7.5,0.3,5.4,0,4.5,83.1
247,2018,Chicago,2100 SOUTH RANDALL RD,GENEVA,IL,60134,7016622.869,14724,46.4,60321,53.1,10.3,25.7,3.9,6.9,81.5,12.9,5.6,0.1,,85.8,0.9,1202,10510,2.3,20,29401,94.5,1,96.3,0.1,0.1,1.2,0,1.3,94.3
248,2018,Rochester,3049 West Ridge Road,Rochester,NY,14626,7053578.021,14887,44,37173,38.7,17.4,24.8,6,13.2,85.1,10.5,4.1,0.2,19,76,3.2,125,12638,1,12,29901,91.6,3.8,85.4,6.5,0.1,3,0,1.1,94.4
249,2018,Orlando-Daytona Beach-Melbourne,3750 FLAGG LANE,LAKE MARY,FL,32746,8767360.598,21455,45.7,45731,52.2,12.5,25.6,4,5.7,86.3,7.6,5.9,0.3,,64.7,1,164,16676,3,9,43232,95.6,2.4,78,8.3,0.1,8,0.1,3,84.7
250,2018,New York,100 NORTH GALLERIA DRIVE,MIDDLETOWN,NY,10941,5689248.48,6479,43.7,44065,34.3,18.2,26.5,8.9,12.1,78.9,17.1,4,0,,72.2,2.5,180,4790,0,7,13176,106.1,7.8,56.5,22.3,1.1,5,0,7.3,77.6
251,2018,Lafayette IN,3530 STATE ROAD 38,LAFAYETTE,IN,47905,6142845.11,20437,40.5,35612,35.9,16.9,19.7,7.7,19.7,82.8,12.8,4.3,0,,65,2.2,409,17008,0.7,24,41910,91.6,2.7,87.5,5.7,0.1,1.3,0,2.7,89.9
252,2018,Youngstown,5555 YOUNGSTOWN-WARREN RD,NILES,OH,44446,5370206.4,9166,42.2,29846,24.2,24.7,21.3,8.3,21.6,82.8,13.5,3.7,0,,57.6,2.7,69,8909,0.7,7,20150,90.7,2.4,91.7,5.2,0,0.5,0,0.2,98
253,2018,Omaha,3271 MARKET PLACE DRIVE,COUNCIL BLUFFS,IA,51501,4313221.762,17113,40.1,31614,21.5,18.7,23.4,11.9,24.4,87.5,8.8,3.6,0,18.3,60.8,2.7,160,13899,0.1,4,35356,97,3.1,88.9,1.9,0.7,0.9,0,4.4,85.6
254,2018,HARTFORD-NEW HAVEN,1181 TOLLAND TURNPIKE,MANCHESTER,CT,6042,5234104.858,12622,37.4,51389,50.2,12.7,21.9,4.2,11.1,83.9,12.7,3.4,0,24.8,59.5,3,264,9729,1.1,4,23353,87.3,4.3,63.2,10.9,0.4,17.1,0,4.1,88.5
255,2018,Evansville,49 NORTH GREEN RIVER ROAD,EVANSVILLE,IN,47715,5216428.814,13875,38.9,34405,37.6,16.2,26.8,4.5,14.9,85.2,11.1,3.6,0.1,18.2,53.3,2.9,51,13102,1.2,25,26340,83.5,2.1,85.3,10.5,0.2,1.3,0,0.5,97.3
256,2018,Washington DC,1811 MONOCACY BLVD,FREDERICK,MD,21701,7959058.272,20339,41.9,48539,49.1,14.3,23.7,7,5.8,75.5,18.8,5.6,0.2,32.2,69,2.8,522,15664,2.3,14,37185,89.7,3.2,81.8,10.4,0.3,3,0,1.3,91.9
257,2018,Atlanta,2875 George Busbee Pkwy,Kennesaw,GA,30144,16849124.11,30676,35.9,36796,41.4,18,24.3,6.2,10,83.8,10.8,5.4,0,,55.7,0.4,352,20285,1.5,32,55820,91.2,4.2,65.1,21.3,0.4,5.5,0.2,3.3,88.3
258,2018,Augusta-Aiken,1323 AUGUSTA WEST PARKWAY,AUGUSTA,GA,30909,6505659.374,20122,36.5,33673,37.3,17.6,25,7.6,10.6,72,24.9,3,0.2,,54.3,2.8,158,17400,3.8,19,43374,86.6,2.3,46.6,47,0.3,3.1,0,0.6,95.4
259,2018,Washington DC,209 KENTLANDS BLVD,GAITHERSBURG,MD,20878,462257.136,34530,46.2,69333,65.6,9.4,16.3,3.5,4.9,69.3,24.3,6.2,0.2,33.5,72.6,1.3,3083,22635,0.7,12,64126,97.7,4.4,55.3,10.1,0.3,25.7,0,4.2,87.4
260,2018,Savannah,300 TANGER OUTLET BLVD,POOLER,GA,31322,3785492.75,13379,42.8,46006,45.9,13.6,21.4,5.9,12.4,76.9,17.8,5.1,0.3,,62.9,0.3,0,9490,7.2,9,25459,91.2,3.7,64.3,27.5,0.3,2.9,0.5,0.9,93.8
261,2018,Dallas-Ft. Worth,3002 FIREWHEEL PARKWAY,GARLAND,TX,75040,5091416.885,30895,41.7,29556,25.2,20.1,24.4,16,14.3,84.7,7.4,7.9,0,29.6,74.4,1.7,552,18460,1.5,14,63153,97.7,3.4,65.8,12.6,0.6,11,0,6.6,51.6
262,2018,TAMPA-ST PETE-SARASOTA,2160 GRAND CYPRESS DRIVE,LUTZ,FL,33559,4171030.157,9908,37.7,32425,38.5,19.1,26.8,5.1,10.2,78.1,15.1,5,1.9,,57.2,0.1,52,6663,1.1,,17731,90.6,4,74.8,15.8,0,3.9,0.3,1.3,81.2
263,2018,New York,1930 N JERSEY 88,BRICK,NJ,8724,2493819.475,20277,44.9,47492,38.2,15,29.1,9,8.7,80.1,15.4,4.5,0.1,,87.9,1.2,420,16462,0.3,,40924,96.2,2.2,93,1.8,0,1.3,0,1.7,91.5
264,2018,Atlanta,1887 Willowtrail Pkwy,Norcross,GA,30093,8982743.458,27071,35.7,26615,16.2,24.4,19.7,25.9,13.7,87.9,5.5,6.4,0.2,,32.1,7.9,526,17976,1.1,20,55107,109.3,3.9,35.8,24.8,0.5,9.9,0,25.2,46.7
265,2018,Knoxville,11501 PARKSIDE DRIVE,FARRAGUT,TN,37934,6278643.72,11735,47.7,57640,59.1,9,24.4,2.5,5.1,78.4,15.6,6,0,,90.5,0.4,0,9788,2,15,26195,92,1.4,91.4,0.6,0.2,6.3,0,0.1,95.9
266,2018,Harrisburg-Lancaster-Lebanon-York,5070 JONESTOWN ROAD,HARRISBURG,PA,17112,2830229.899,18331,45.2,46768,47.8,11.2,23.3,8.3,9.4,76.6,18.5,4.9,0.1,,85.4,1,117,14576,2.2,16,35694,98.2,2.6,86.1,7.6,0,3.3,0,0.4,96.8
267,2018,Chicago,265 ILLINOIS 83,ELMHURST,IL,60126,3830946.797,23510,45.2,62939,55,10.7,23.6,4.1,6.6,85.5,10.7,3.8,0,29.7,82.9,1.1,2830,16837,2.1,9,48410,97,2,89.2,1.4,0.2,6.2,0,1,91.7
268,2018,Baltimore,1647 CROFTON CENTER,CROFTON,MD,21114,4698973.066,14863,41.8,66712,59.3,11.2,19.7,3.9,4.4,63.4,33.8,2.4,0.3,36.3,77.4,0.3,883,9763,0,6,26759,100.2,5.8,74.3,14.4,0,5.1,0,0.4,94.5
269,2018,Waco-Temple-Bryan,2301 EARL RUDDER FREEWAY,COLLEGE STATION,TX,77845,2977684.387,32030,39.5,41557,56.6,12,19.4,4.8,7.2,64.3,30.2,5.3,0.2,18,64.7,1,52,23285,7,11,63078,98.5,1.5,84.1,5.1,0.3,8.3,0,0.6,88.3
270,2018,Seattle-Tacoma,301 37TH AVENUE SE,PUYALLUP,WA,98374,680237.3088,18449,42.6,44430,35.9,13.9,23.4,11,14.8,77.7,18.6,3.5,0.2,,74.2,0.9,509,14128,2.3,,39985,95,7.4,79.3,2.9,1,4.2,1.8,3.5,90.6
271,2018,Denver,955 S HOVER STREET,LONGMONT,CO,80503,1404173.866,16932,45.7,49925,52.7,13.9,20.4,6.2,6.8,79.6,12.3,8,0.1,23.6,70.9,0.9,369,13345,2,,34791,96.6,2.1,90.5,1,0.4,4.6,0,1.4,90.2
272,2018,Atlanta,5000 Mt. Zion Pkwy,Stockbridge,GA,30281,13307221.3,31136,42.4,36757,32.9,17.2,25.8,8.4,15.6,78.2,18,3.7,0.1,,63.8,2.4,160,23732,0.9,6,67533,95.3,3.3,42.5,47.8,0.1,4.3,0,2,91.4
273,2018,Atlanta,361 NEWNAN CROSSING BYPASS,NEWNAN,GA,30265,2497157.741,17611,44.3,47801,40.7,10.7,25,8.7,14.9,81.6,12.9,5.4,0.1,,76.6,0.7,123,12846,3.7,6,34690,90.2,2.5,77.7,14,0.4,4.2,0,1,93.4
274,2018,Dallas-Ft. Worth,2512 S.Stemmons Frwy,Lewisville,TX,75067,14536290.66,37847,36.5,37439,40.4,17.3,22.3,7.1,12.7,86.8,9.7,3.5,0.1,25.4,42.4,1.7,333,24965,1.9,21,67487,95.4,4.2,64.1,13.2,0.5,11.3,0.1,6.6,67.1
275,2018,St. Louis,1287 Central Park Drive,OFallon,IL,62269,10606627.25,15286,41.9,49555,44.7,13.8,22.7,5.1,10.6,74,23,3,0,,75,2,215,11756,2.4,7,32029,96.1,4.2,77.7,12.7,0.2,3.5,0,1.8,95.7
276,2018,Lexington,1996 Pavillion Way,Lexington,KY,40509,12012113.4,21935,39.6,44602,49.8,15.3,21.7,3.6,9.4,79.3,16.4,4.3,0,22.8,64.5,2.7,201,16348,4.2,21,40186,96.1,2.9,75.6,14.4,0,5.3,0.1,1.7,94.8
277,2018,Dallas-Ft. Worth,5608 Southwest Loop 820,Fort Worth,TX,76132,14359656.69,13687,37.9,40781,52.3,12.7,21.6,6,7.4,82.1,12.7,5.1,0.1,,34,1,76,12711,0.4,16,27058,84.8,3.6,69,19,0.9,6.7,0.1,0.8,82.5
278,2018,Columbus,3599 Park Mill Run Drive,Hilliard,OH,43026,13056819.09,34344,41.4,49199,50.6,12.8,22.9,4.4,9.3,82.3,14.4,3.3,0,22.8,76.1,1.1,113,23420,3.4,6,62169,99.7,2.5,85.9,6.1,0.1,5,0,0.3,96.3
